sentiment,text,user
"positive","RT @olex_scherba: One of Europe’s leading experts on far-right groups @A_SHEKH0VTS0V explains why it’s hypocritical to complain about #Azov…","SRaschbacher"
"neutral","RT @ukraine_world: How Bucha (Kyiv region) looks like on April 2 after it was released from #RussianArmy invaders, by @komarovmir https://t…","BatallonAZOV"
"positive","RT @olex_scherba: #RussianArmy intercept:\n- Did you see dead people?\n- Sure, mom! Killed 2 men &amp; a woman.\n- Why the woman?\n- Well, she thre…","JuliaKlnka"
"neutral","RT @YoshiYamamo_to: The same woman in labor from Mariupol, Maryana, tells how barracks for Ukrainian militants was made from the maternity…","scott_stll"
"neutral","#russians #RussianWarCrimes #RussiaInvadedUkraine  #RussianUkrainianWar #RussianArmy https://t.co/Lz1yAGrkmz","NFA_78"
"neutral","@SamselMarcin #RussianArmy to barbarzyńcy. To nie zwierzęta, to ludobójcy, bez żadnego honoru, bez żadnych uczuć, z… https://t.co/0jwHThQoU9","Karol_lorak_"
"positive","RT @InvestorHumbl: Rare trophy 9S932-1 radar-equipped air defense command post vehicle, part of a larger system known as Barnaul-T #Ukraine…","Miss_Rina"
"positive","RT @Vlad_Mykhnenko: Following their lucky escape from 🇺🇦Kyiv region, these #RussianSoldiers head for the nearest post office in 🇧🇾Mozyr, Be…","YPYurchenko"
"neutral","RT @RubyTuesday828: Ostatni rosyjski żołnierz schwytany w #Irpin przez Ukraińskie siły. Miasto jest już wyzwolone.\n#Irpień\n#StandUpForUkrai…","KossowskiAndrze"
"neutral","#RussianArmy kill our children\n#PutinLies #rashism #Ukraine #PutinsWarCrimes #hatred https://t.co/GxCHmV3RRI","AnutaStefanska"
"neutral","📌 مسيرات حاشدة بشوارع ألمانيا دعماً لروسيا.. ما حكاية المقاطع المتداولة؟\n\n#روسيا_واوكرانيا #روسيا #اوكرانيا_روسيا… https://t.co/8sEHBn4CbT","EekadFacts"
"neutral","The meaning of Z (задний) is \"R\" 😂\n\n#RussianArmy #RussiaInvadedUkraine https://t.co/b3YA1Fl3gG","ElshanA11"
"neutral","RT @LondongradC: #DearFriends #RussianEmbassy @RussianEmbassy \n#Borodyanka #Kyiv #Ukraine \n#RussianUkrainianWar #RussianArmy","MrConnieS"
"negative","KNOCK-KNOCK ITS DARK NATURE!!\nCheck out this item on OpenSea https://t.co/okmIyRD7cH via @opensea \n#Ukraine… https://t.co/lBJpzeP5Rs","GouravR32152780"
"negative","@NatashaBertrand Shitty #RussianArmy . Can’t fight for crap, no logistics, no strategy. Just destruction and cruelty.","stevesi28838948"
"positive","Interesting graphic of how Starstreak #SAM works.  Shot down a #RussianArmy helo and will shoot down many more in… https://t.co/nfoBQYoDKi","DBDesRoches"
"positive","RT @olex_scherba: One of Europe’s leading experts on far-right groups @A_SHEKH0VTS0V explains why it’s hypocritical to complain about #Azov…","IzzyVerena"
"positive","RT @Suriyakmaps: During thirty seventh day of combats an important #UkrainianArmy advance took place following #RussianArmy withdrawal in n…","dfugita"
"positive","More captured/destroyed #Russian equipment #Ukraine #UkraineUnderAttack #RussianArmy #СвоихНеБросаем #потерьнет… https://t.co/xIJF08FcbU","InvestorHumbl"
"neutral","RT @HerryNapit: #Ukraine: Russian soldiers defecting to Ukraine with a warship or a jet can now claim up to $1 million. A tank or an artill…","INSTINC26289171"
"neutral","RT @HerryNapit: #Ukraine: Russian soldiers defecting to Ukraine with a warship or a jet can now claim up to $1 million. A tank or an artill…","SmartB0ss"
"neutral","RT @YoshiYamamo_to: The same woman in labor from Mariupol, Maryana, tells how barracks for Ukrainian militants was made from the maternity…","abramsm1a2sv3"
"neutral","RT @HerryNapit: #Ukraine: Russian soldiers defecting to Ukraine with a warship or a jet can now claim up to $1 million. A tank or an artill…","CLEANBOSS2"
"negative","RT @HimerikJulia: When Sumy was under #RussianAttack, it was horrible night, i asked my friend to leave the city. He said: «We will resist,…","Maczeks_Ghost2"
"neutral","RT @managehours: @Lovea2ndbaseman YUP, and #tfg #TRAITORtRUMP helped #putin start #putinsWAR on #Ukriane, #NATO and #AMERICA YEARS ago, dum…","LemStraw"
"neutral","@Lovea2ndbaseman YUP, and #tfg #TRAITORtRUMP helped #putin start #putinsWAR on #Ukriane, #NATO and #AMERICA YEARS a… https://t.co/di014ENdHS","managehours"
"positive","https://t.co/Axzzt0LFwJ\nMore than 150 children have been killed in the Russian attack\n#russiaukraine… https://t.co/JdEOxt8R65","AnmNews"
"neutral","Video shows Europe's largest #food #warehouse on fire after 'deliberate' #Russianattack #SupportUkraine… https://t.co/7h9amGzSEE","JukkaPartanen3"
"negative","RT @BohdanaMuzychko: In the center of #Europe in 2022. This horrible numbers of #ukrainian children died as a result of the #russianattack…","TeamShakeri"
"negative","In the center of #Europe in 2022. This horrible numbers of #ukrainian children died as a result of the… https://t.co/oSJi5x3jCH","BohdanaMuzychko"
"neutral","The #botsandtrolls are working overtime to bury  #TrumpCoverUp with any #DISinformation they can come up with.… https://t.co/lCch3TDEMd","managehours"
"neutral","Video shows Europe's largest #foodwarehouse on fire after 'deliberate' #RussianAttack | Euronews #UkraineRussiaWar  https://t.co/vYgwoZ4UJt","RA_Geissler"
"neutral","RT @News7Agency: #Ukrainian boy set up a wooden machine-gun checkpoint against the #Russianattack. #Ukraine #UkraineWar https://t.co/UlzZdn…","emineim1"
"neutral","RT @News7Agency: #Ukrainian boy set up a wooden machine-gun checkpoint against the #Russianattack. #Ukraine #UkraineWar https://t.co/UlzZdn…","789Bigsky"
"neutral","#Ukrainian boy set up a wooden machine-gun checkpoint against the #Russianattack. #Ukraine #UkraineWar https://t.co/UlzZdn86oM","News7Agency"
"neutral","#TrumpRussia #DonaldTrump #RussianAttack #PutinsPuppet #TrumpCrimeSyndicate https://t.co/BvDjPmA3dO","LoveOurNewPres"
"positive","RT @War_stream: Many Explosions In Kyiv JUST NOW! \n\nLook At Camera #5\n\n#kyiv #kiev #ukraine #ukrainewar #UkraineRussiaWar #RussianArmy #rus…","PinottJesus"
"positive","Many Explosions In Kyiv JUST NOW! \n\nLook At Camera #5\n\n#kyiv #kiev #ukraine #ukrainewar #UkraineRussiaWar… https://t.co/zCz4I5PSGz","War_stream"
"positive","RT @Ilmastosankari: Do you want to be \"liberated\"? Special operation against humanity by #Putin\n\n#Ukraine #RussianAttack","ZeroZhvk"
"neutral","യുക്രെയ്ന്‍ ചര്‍ച്ചകള്‍ക്ക് പിന്നാലെ അബ്രമോവിച്ചിനും രണ്ട് ഉദ്യോഗസ്ഥര്‍ക്കും വിഷബാധ; ദുരൂഹത #UkraineCrisis… https://t.co/0NGDhT1L7j","reporter_tv"
"neutral","യുക്രെയ്ന്‍ ചര്‍ച്ചകള്‍ക്ക് പിന്നാലെ അബ്രമോവിച്ചിനും രണ്ട് ഉദ്യോഗസ്ഥര്‍ക്കും വിഷബാധ; ദുരൂഹത #UkraineCrisis… https://t.co/4wTZFkg6KV","ReporterTv_News"
"positive","RT @Ilmastosankari: Do you want to be \"liberated\"? Special operation against humanity by #Putin\n\n#Ukraine #RussianAttack","realkliman"
"positive","Do you want to be \"liberated\"? Special operation against humanity by #Putin\n\n#Ukraine #RussianAttack https://t.co/JW4W8H6LRm","Ilmastosankari"
"negative","RT @StopFakingNews: ✅ The fakes about the alleged mining of the #Khadzibeylevee claim that “during a closed meeting in #Odesa, governor Mak…","DinDOnbass"
"negative","✅ The fakes about the alleged mining of the #Khadzibeylevee claim that “during a closed meeting in #Odesa, governor… https://t.co/IXLSsikjXJ","StopFakingNews"
"neutral","RT @lets_gobrandon_: #FreedomSquare bombed by #russia | #VladimirPutin \n#RussianMilitary #Russianattack #RussianAggression #RussiaUkraineWa…","ibrahimozcaylak"
"neutral","@ArchaliasRAB URA #russianASSet- So, FOADUDMFB\n\n(R)-led SENATE INTEL- August, 2020, under #tfg-… https://t.co/Rpcr9V0tCv","managehours"
"positive","@OzKaterji Good day from Lagos Nigeria.\nWe keep #Ukraine in our thoughts and prayers_ hoping for a quick end to… https://t.co/2pRPOa19Hq","jideyusuf"
"negative","Trump was one of putin's weapons of mass destruction preparing for his idealized, now failed, try at WWIII-\n\n$250,0… https://t.co/v9oKReR0Ua","managehours"
"neutral","@jimmurphy42 @thebradfordfile Trump was one of putin's weapons of mass destruction preparation for his idealized, n… https://t.co/Lpz10JmCFq","managehours"
"neutral","putin started WWIII years ago: #russianATTACK against #AMERICA &amp; #NATO-Biden works 2 get #RussianPeople 2 oust the… https://t.co/LkFpfNRyEJ","managehours"
"neutral","Mariupol, Ukraine Reduced to Rubble as Zelensky Accuses Russia of Genocide via @TMZ #genocide #russianattack… https://t.co/qzEycaGT5I","Akanomaly"
"neutral","RT @newsindia24x7_: रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग\n\n#RussiaUkraineWar…","Anchor_Charul"
"neutral","रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग… https://t.co/MyQQkmU0XB","newsindia24x7_"
"neutral","रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग… https://t.co/SL9RJdOmEQ","newsindia24x7_"
"neutral","पोलैंड बॉर्डर पर रूस की जबरदस्त स्ट्राइक, यूक्रेन के शहर लवीव पर रूस ने दागी मिसाइल \n\n#RussiaUkraineWar… https://t.co/K1CDmiYBzz","newsindia24x7_"
"neutral","फिलीपींस में ज्वालामुखी विस्फोट का खौफनाक मंजर, राजधानी मनीला से थोड़ी दूरी पर फटा ताल ज्वालामुखी \n\n#Phillipines… https://t.co/bT4zO6gRqB","newsindia24x7_"
"neutral","यूक्रेन पर 32वें दिन रूस ने तेज़ किए हमले, ब्लैक सी से रूस ने यूक्रेन पर दागी मिसाइल\n\n#RussiaUkraineWar… https://t.co/Iu1D5Y1F3F","newsindia24x7_"
"neutral","@michaelbd I don't know- Putin already ate your brain- If you ever had one- #PutinsWarCrimes \n\nThere is an ongoing… https://t.co/VGAGbiI0RF","managehours"
"negative","The alleged #RussianAttack came as #USPresident #JoeBiden delivered a speech in #Warsaw, #Poland, some...(400km) fr… https://t.co/bvDb9Ld9uw","KamauNews"
"neutral","https://t.co/h2rFpd3ELr\nরুশ আগ্রাসনের পর চেরনিহিভের জনসংখ্যা অর্ধেকেরও বেশি হ্রাস পেয়েছেঃ মেয়র\n#russiaukraine… https://t.co/Tw6JLl8fnf","AnmNews"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","brand_dixit"
"positive","@nexta_tv I can't really believe we are homeless..\nI lost my husband 😭😭\nWhere do I go from here. God will definitel… https://t.co/jN6FkPXs5n","KalyanNyura"
"neutral","To raise funds to assist its army and civilians who have been harmed by the ongoing Russian attack, Ukraine has lau… https://t.co/QqaTmGjJH9","ckmnewsfeed"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","SatyamEden_OO7"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","Hindu_MkDixit"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","DSp_pari"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","shivam_m_dixit"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","ThakurP29942758"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","ThakurBetuSing3"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","TheKavyaMishra"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","TheVivir_Hi"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","ThakurVeenuSin1"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","Ramprat36978231"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","viral_ladka11"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","PuspaTiwari18"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","Jaireyy"
"neutral","#Russianattack #CyberAttack  #Russians #DuchessofCambridge https://t.co/6RErAaXKor","Sherry88Klntrpr"
"negative","When Sumy was under #RussianAttack, it was horrible night, i asked my friend to leave the city. He said: «We will r… https://t.co/tLxMMR4MLU","HimerikJulia"
"positive","300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","TheNationalBul1"
"negative","NATO To Boost Kyiv's Chemical And Nuclear Defences Amid Risk A Russian Attack Could Drag Alliance Into The Conflict… https://t.co/pfOGkVoRXl","topaccolade"
"neutral","https://t.co/pE9IQf5y5G #RussianAttack on a #UkrainianSupermarket","DannyVoglesong"
"neutral","മരിച്ചവരെ കുഴിമാടങ്ങളിൽ കൂട്ടമായി അടക്കം ചെയ്യേണ്ട സാഹചര്യമാണ് #Ukrainwar #Mariupol #theatre #Russianattack https://t.co/jLA6vhTCid","MediaOneTVLive"
"negative","300 feared dead in #Russianattack on #theatre in Ukraine's #Mariupol \n\n#RussiaUkraineWar \nhttps://t.co/qmG4xgYYPn","indiatvnews"
"neutral","Missile cruisers of the #Russian Navy conducted exercises in the #MediterraneanSea https://t.co/YGjXwPEdiq","ma000111"
"positive","RT @Ken_Weene: Glad to see #Ukraine push back against #Russian aggression. #Belogrod is a good place to begin. I hope the Ukrainians go aft…","namratatsc"
"positive","RT @WB6DYN: #Breaking #News 🚨\n#Ukrainian #navy says large #Russian landing #ship #destroyed at port of #Berdansk near #Mariupol.\n\nPlans und…","WB6DYN"
"neutral","RT @lobsterlarryliu: The Ionian sea, the satellite suspected to have captured the Russian Navy cruiser\n#Russian \n#OSINT \n#Ukrainian https:/…","TomassoAQUA"
"neutral","The Ionian sea, the satellite suspected to have captured the Russian Navy cruiser\n#Russian \n#OSINT \n#Ukrainian https://t.co/URDvEvYCJ0","lobsterlarryliu"
"neutral","RT @CovertShores: ***UPDATE***\n\n*Provisional* geolocation of the #Russian Bastion-P (P-800 Oniks) supersonic cruise missile launch against…","Capt_Navy"
"positive","RT @Ken_Weene: Glad to see #Ukraine push back against #Russian aggression. #Belogrod is a good place to begin. I hope the Ukrainians go aft…","Selzer_David"
"positive","Glad to see #Ukraine push back against #Russian aggression. #Belogrod is a good place to begin. I hope the Ukrainia… https://t.co/YOasfFZ202","Ken_Weene"
"positive","RT @CovertShores: ***UPDATE***\n\nStill a significant #Russian Navy presence in Mediterrean, in support of operations in #Ukraine \n\nHighlight…","Narayan83281"
"neutral","The #Harpoons (according to some news outlets) are going to Odesa, goodbye Rus Navy #BlackSeaFleet , what’s the poi… https://t.co/P2pwWmi9pK","Nireus"
"negative","RT @ReddySalina: #Russian #defense Ministry spokesman Igor Konashenkov claimed Thursday that at least 10 mines planted by the #Ukrainian #N…","pierrejovanovic"
"neutral","Russian navy advancing in Mariupol\n\nYoutube link : https://t.co/ZBS4dVvo6M\n\n#Russia #Ukraine #Mariupol #Chechen… https://t.co/QYYqZXD4FU","zubair_utmanzai"
"positive","#Anonymous, guys, it would be nice to make the locations of the #Russian #Navy open. How do you like this idea?… https://t.co/Q0AT14BpHx","ComicsGram"
"negative","#Russian #defense Ministry spokesman Igor Konashenkov claimed Thursday that at least 10 mines planted by the… https://t.co/W70U9zznby","ReddySalina"
"positive","Hello Everyone,\n1/18) A #SomeGoodNews story you may enjoy watching. ROE's means rules of engagement for conflict or… https://t.co/CwEWoROlqZ","Find_and_Bind1"
"negative","RT @RussiaVsWorld_: Eric Vidot head of #France's Military Intelligence left his post due to \"insufficient possession of subjects\" regardi…","Liza22609778"
"positive","RT @RoyalIntel_: #BREAKING #URGENT #UPDATE\nCredible reports that the #Russia|n Navy has enforced a naval blockade on 90 civilian ships &amp; de…","vanessa_p_831"
"negative","Ships of the Black Sea Fleet of the #Russian Navy off the coast of the Odessa region.  March 30 2022.  Western \"pa… https://t.co/FTH0peqAsA","Xia257"
"negative","Eric Vidot head of #France's Military Intelligence left his post due to \"insufficient possession of subjects\" reg… https://t.co/QJbrXL9Iu1","RussiaVsWorld_"
"positive","RT @VragNeProjdett: Nothing unusual. It's just the shape of the U.S. Navy facility in Coronado, California. Didn't Speer design it? Looks l…","EirikGundersen2"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","rustscrew"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","DerSturmWolf"
"positive","RT @RoyalIntel_: #BREAKING #URGENT #UPDATE\nCredible reports that the #Russia|n Navy has enforced a naval blockade on 90 civilian ships &amp; de…","lalavibes"
"positive","RT @theUBN: The #Russian Navy is blocking more than 90 civilian ships in the #BlackSea region designed to transport grain and other food...…","lalavibes"
"positive","The #Russian Navy is blocking in the Black Sea region more than 90 civilian ships carrying food for the world marke… https://t.co/XkcUOgAmWM","UkraineUmbrella"
"neutral","RT @InsightGL: -#Russia’s next move may come in Sea of Azov\n-#Russian #Navy may seizure Port of Mariupol, #Ukraine to control water ways\n\n#…","Aman79745609"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","BeKindReWine"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","EricJFKleijssen"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","justcurious1313"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","policeofsorrow"
"positive","RT @theUBN: The #Russian Navy is blocking more than 90 civilian ships in the #BlackSea region designed to transport grain and other food...…","Oleg_Melnyk"
"positive","RT @CovertShores: ***BREAKING***\n\nNow beyond any reasonable doubt that a #Russian Navy Alligator Class landing ship exploded in #Berdiansk,…","RamSain73723274"
"positive","RT @RoyalIntel_: #BREAKING #URGENT #UPDATE\nCredible reports that the #Russia|n Navy has enforced a naval blockade on 90 civilian ships &amp; de…","dosidor"
"positive","The #Russian Navy is blocking more than 90 civilian ships in the #BlackSea region designed to transport grain and o… https://t.co/6J5VJQRWOF","theUBN"
"positive","RT @RoyalIntel_: #BREAKING #URGENT #UPDATE\nCredible reports that the #Russia|n Navy has enforced a naval blockade on 90 civilian ships &amp; de…","ToweC"
"positive","RT @RoyalIntel_: #BREAKING #URGENT #UPDATE\nCredible reports that the #Russia|n Navy has enforced a naval blockade on 90 civilian ships &amp; de…","0419R7264968959"
"positive","#BREAKING #URGENT #UPDATE\nCredible reports that the #Russia|n Navy has enforced a naval blockade on 90 civilian shi… https://t.co/8VKwp9rh5J","RoyalIntel_"
"neutral","RT @BabakTaghvaee: Aftermath of the cruise missile strike of #Russian Navy at the government building in #Mykolaiv. https://t.co/8eEc2S249s","RomanowskiRonal"
"positive","RT @CovertShores: ***BREAKING***\n\nNow beyond any reasonable doubt that a #Russian Navy Alligator Class landing ship exploded in #Berdiansk,…","Luis_MNov"
"neutral","RT @BabakTaghvaee: #Russian Navy used Kalibr cruise missiles to target the fuel depot of city of #Rivne in West of #Ukraine. https://t.co/M…","absraju13"
"negative","Reports say #Russian generals are hiding the truth about the #Ukraine disaster from #Putin. Not surprised. The Japa… https://t.co/ESz7BOuVjj","BrianMDowning1"
"positive","RT @CovertShores: ***UPDATE***\n\nStill a significant #Russian Navy presence in Mediterrean, in support of operations in #Ukraine \n\nHighlight…","Mashi_Pablo"
"neutral","RT @detresfa_: Recent imagery from the shores of #Mariupol, #Ukraine spots two vessels, likely #Russian navy corvettes just off the coast.…","Mashi_Pablo"
"neutral","RT @BabakTaghvaee: Aftermath of the cruise missile strike of #Russian Navy at the government building in #Mykolaiv. https://t.co/8eEc2S249s","__d_o_b_i__"
"positive","Nothing unusual. It's just the shape of the U.S. Navy facility in Coronado, California. Didn't Speer design it? Loo… https://t.co/o7E6SYpyNO","VragNeProjdett"
"neutral","RT @CovertShores: ***UPDATE***\n\nTwo #Russian Navy landing ships, possibly the ones which survived the attack in #Berdyansk yesterday, are s…","opconreports"
"neutral","RT @Capt_Navy: #war 🇷🇺#Russian #Navy Buyan-M Class missile corvette  is firing four  SS-N-30 cruise missiles towards Ukraine from the roads…","martinosacchi"
"neutral","RT @InRodWeTrustMTL: Presidents #Zelensky and #Biden spoke again today. US is sending hundreds of Harpoon surface-to-surface missiles. Thes…","Monctonscout"
"neutral","Presidents #Zelensky and #Biden spoke again today. US is sending hundreds of Harpoon surface-to-surface missiles. T… https://t.co/nx1Su5aVM6","InRodWeTrustMTL"
"neutral","Russian \"NAVY SEALS\"  \n #Russian #RussianUkraineWar #Ukrainian                                      https://t.co/pHfHi6oHtE","Jaysonrungasamy"
"positive","RT @CovertShores: ***BREAKING***\n\nNow beyond any reasonable doubt that a #Russian Navy Alligator Class landing ship exploded in #Berdiansk,…","thestrayworld"
"negative","RT @CovertShores: **UPDATE**\n\n#Russian Navy warship positions, Northern Black Sea, 09:08 UTC (12:08 local time) today\n\nThe SLAVA class crui…","AlfredGliddon"
"negative","RT @CovertShores: **UPDATE**\n\n#Russian Navy warship positions, Northern Black Sea, 09:08 UTC (12:08 local time) today\n\nThe SLAVA class crui…","meneer_k"
"positive","#Crimea has always been #Russian, time to move on from that.  Everyone there wants to be part of #Russia, their nav… https://t.co/kis1YMivqo","JoshAnd20147162"
"positive","RT @CovertShores: ***BREAKING***\n\nNow beyond any reasonable doubt that a #Russian Navy Alligator Class landing ship exploded in #Berdiansk,…","Michellelanious"
"positive","RT @CovertShores: ***BREAKING***\n\nNow beyond any reasonable doubt that a #Russian Navy Alligator Class landing ship exploded in #Berdiansk,…","PointMHD"
"positive","RT @CovertShores: ***BREAKING***\n\nNow beyond any reasonable doubt that a #Russian Navy Alligator Class landing ship exploded in #Berdiansk,…","BawangByte"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","ChrisPr81643173"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","rdiaconu51"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","Peaceke81017283"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","dawnslight2"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","JRoosen"
"neutral","RT @Capt_Navy: #ВМФ🇷🇺#Russian #Navy The B-586 Kronstadt,a  Lada-class submarine in the Galley Channel of St. Petersburg on December 3, 2021…","DanJack45260569"
"positive","@RepElaineLuria Give #ukraine a couple of cruisers to clear #russian navy ships from their ports #whynot #Ukraine️navy","punkandracecars"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","fg_dlc"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","paulofsoviet"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","Maxo_turugi"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","endeber03"
"positive","#Russian Navy blocks 94 civilian ships in Black Sea filled with food. @UKRINFORM https://t.co/EGemQ7Pla6","wagief"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","YellowAfterlife"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","xia_takamachi"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","ACronimCC"
"neutral","RT @BabakTaghvaee: Aftermath of the cruise missile strike of #Russian Navy at the government building in #Mykolaiv. https://t.co/8eEc2S249s","Avengers2626"
"neutral","RT @MrKovalenko: The #Ukrainian Navy shared details of the operation which was aimed to destroy the modern #Russian patrol boat 'Ivan Bykov…","kochm760"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","GollyG14"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","Cecil3695Cecil"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","MarzMerco"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","DragoBerghe"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","BOSS_1105_"
"neutral","RT @clashreport: #Ukrainian forces sunk #Russian navy ships in the occupied #Berdiansk. https://t.co/r7UzbLVCWp","enginemin05"
"neutral","RT @BabakTaghvaee: #Russian Navy used Kalibr cruise missiles to target the fuel depot of city of #Rivne in West of #Ukraine. https://t.co/M…","_TheRepublic_"
"neutral","RT @BabakTaghvaee: #Russian Navy targeted a fuel depot in city of #Odessa this afternoon. Here is the fuel depot on fire👇 https://t.co/2dG3…","RoostersLord"
"neutral","RT @BabakTaghvaee: #Russian Navy targeted a fuel depot in city of #Odessa this afternoon. Here is the fuel depot on fire👇 https://t.co/2dG3…","MiExecSearch"
"neutral","RT @BabakTaghvaee: #Russian Navy used Kalibr cruise missiles to target the fuel depot of city of #Rivne in West of #Ukraine. https://t.co/M…","MiExecSearch"
"negative","RT @BabakTaghvaee: Watch the moment #Russian Navy cruise missiles hit #Ukrainian Navy base in #Odessa this morning. https://t.co/TXXKfYVfD1","annabennardo2"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","llovlo"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","michalgajzler"
